epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.1482,3.23279,4.70855,4.27326,0,0,0,0,2.36734,4.64116,4.15884,1.429e-05,1.429e-05,1.429e-05
2,26.494,3.10312,4.67039,4.27804,0,0,0,0,2.36743,4.64065,4.15879,2.16493e-05,2.16493e-05,2.16493e-05
